ID|SNOMED_CID|SNOMED_FSN|SNOMED_CONCEPT_STATUS|UMLS_CUI|OCCURRENCE|USAGE|FIRST_IN_SUBSET|IS_RETIRED_FROM_SUBSET|LAST_IN_SUBSET|REPLACED_BY_SNOMED_CID
333|767357000|Sampling of cervix for Papanicolaou smear done (situation)|Current|C0586316|4|0.0494|201808|False||
334|38101003|Hypermetropia (disorder)|Current|C0020490|4|0.0493|200907|False||
335|129103003|Endometriosis (disorder)|Current|C0014175|8|0.049|200907|False||
336|230691006|Cerebrovascular accident due to occlusion of cerebral artery (disorder)|Current|C0393951|1|0.049|201002|False||
337|11687002|Gestational diabetes mellitus (disorder)|Current|C0085207|7|0.0481|200907|False||
338|19943007|Cirrhosis of liver (disorder)|Current|C0023890|7|0.0481|200907|False||
339|82271004|Injury of head (disorder)|Current|C0018674|7|0.048|200907|False||
340|34095006|Dehydration (disorder)|Current|C0011175|7|0.0478|200907|False||
341|88594005|Herpes simplex (disorder)|Current|C0019348|8|0.0477|200907|False||
342|125605004|Fracture of bone (disorder)|Current|C0016658|7|0.0476|200907|False||
343|238131007|Overweight (finding)|Current|C0497406|4|0.0476|200907|False||
344|236021006|Right inguinal hernia (disorder)|Current|C0262617|4|0.0475|201208|False||
345|17226007|Adjustment disorder (disorder)|Current|C0001546|7|0.0474|200907|False||
346|6020002|Tinea pedis (disorder)|Current|C0040259|8|0.0473|200907|False||
347|60573004|Aortic valve stenosis (disorder)|Current|C0003507|6|0.0473|200907|False||
348|66071002|Viral hepatitis type B (disorder)|Current|C0019163|7|0.0469|200907|False||
349|396347007|Umbilical hernia (disorder)|Current|C0019322|7|0.0468|200907|False||
350|400097005|Ingrowing nail (disorder)|Current|C0027343|7|0.0467|200907|False||
351|76742009|Postmenopausal bleeding (finding)|Current|C0032776|7|0.0466|200907|False||
352|185389009|Follow-up visit (procedure)|Current|C0589121|5|0.0466|200907|False||
353|3716002|Goiter (disorder)|Current|C0018021|8|0.0464|200907|False||
354|94222008|Secondary malignant neoplasm of bone (disorder)|Current|C0153690|5|0.0463|200907|False||
355|87433001|Pulmonary emphysema (disorder)|Current|C0034067|7|0.0455|200907|False||
356|236022004|Left inguinal hernia (disorder)|Current|C0262537|4|0.0455|201208|False||
357|72863001|Snoring (finding)|Current|C0037384|6|0.0454|200907|False||
358|22298006|Myocardial infarction (disorder)|Current|C0027051|4|0.0452|200907|False||
359|279084009|Chest discomfort (finding)|Current|C0235710|4|0.0452|200907|False||
360|171128005|Venereal disease screening (procedure)|Current|C0199231|5|0.0451|200907|False||
361|237055002|Polycystic ovary syndrome (disorder)|Current|C0032460|8|0.045|201902|False||
362|781067001|Polycystic ovary (disorder)|Current|NA|8|0.045|201902|False||
363|11466000|Cesarean section (procedure)|Current|C0007876|2|0.0448|200907|False||
364|197940006|Microscopic hematuria (disorder)|Current|C0239937|5|0.0447|200907|False||
365|56608008|Pain in wrist (finding)|Current|C0221785|6|0.0442|200907|False||
366|415076002|Personal history of primary malignant neoplasm of breast (situation)|Current|C1387407|4|0.0442|200907|False||
367|60046008|Pleural effusion (disorder)|Current|C0032227|7|0.0441|200907|False||
368|232717009|Coronary artery bypass grafting (procedure)|Current|C0010055|4|0.0441|200907|False||
369|236648008|Acute retention of urine (disorder)|Current|C0341742|2|0.044|200907|False||
370|199047001|False labor (finding)|Current|C0085598|2|0.0437|200907|False||
371|289530006|Bleeding from vagina (finding)|Current|C2979982|4|0.0435|201002|False||
372|274714007|Shadow of lung (finding)|Current|C0476367|1|0.0435|200907|False||
373|111566002|Acquired hypothyroidism (disorder)|Current|C0700502|5|0.0433|200907|False||
374|44223004|Premature rupture of membranes (disorder)|Current|C0015944|2|0.0432|201002|False||
375|86406008|Human immunodeficiency virus infection (disorder)|Current|C0019693|6|0.0431|200907|False||
376|125667009|Contusion (disorder)|Current|C0009938|5|0.043|200907|False||
377|94391008|Secondary malignant neoplasm of lung (disorder)|Current|C0153676|4|0.0429|200907|False||
378|271437004|Problem situation relating to social and personal history (finding)|Current|C0578883|2|0.0427|200907|False||
379|66931009|Hypercalcemia (disorder)|Current|C0020437|8|0.0424|200907|False||
380|19063003|Arthroplasty of knee (procedure)|Current|C0086511|5|0.0424|200907|False||
381|266254007|Occlusion of carotid artery (disorder)|Current|C0265101|5|0.0424|200907|False||
382|77259008|Prolonged second stage of labor (disorder)|Current|C0157266|1|0.0424|200907|False||
383|93163002|Lipoma (disorder)|Current|C0023798|8|0.0423|200907|False||
384|7895008|Poisoning caused by drug AND/OR medicinal substance (disorder)|Current|C0013221|1|0.0422|200907|False||
385|64905009|Paranoid schizophrenia (disorder)|Current|C0036349|7|0.0421|200907|False||
386|183646003|Postoperative visit (finding)|Current|C0580703|2|0.042|200907|False||
387|72605008|Candidal vulvovaginitis (disorder)|Current|C0700345|5|0.0418|200907|False||
388|161805006|History of cesarean section (situation)|Current|C0475172|5|0.0415|200907|False||
389|421961002|Hypersensitivity reaction (disorder)|Current|C0020517|7|0.0414|200907|False||
390|78667006|Dysthymia (disorder)|Current|C0013415|5|0.0414|200907|False||
391|206037001|Fetal or neonatal effect of maternal premature rupture of membrane (disorder)|Current|C0411160|1|0.0414|201008|False||
392|7058009|Noncompliance with treatment (finding)|Current|C0376405|4|0.0409|200907|False||
393|161898004|Falls (finding)|Current|C0085639|5|0.0408|200907|False||
394|48532005|Muscle strain (disorder)|Current|C0080194|4|0.0408|200907|False||
395|58214004|Schizophrenia (disorder)|Current|C0036341|7|0.0406|200907|False||
396|63467002|Left bundle branch block (disorder)|Current|C0023211|6|0.0406|200907|False||
397|371622005|Elevated blood pressure reading without diagnosis of hypertension (situation)|Current|C0392682|5|0.0402|200907|False||
398|421326000|Neurological disorder co-occurrent and due to type 2 diabetes mellitus (disorder)|Current|C1719988|4|0.0402|200907|False||
399|4557003|Preinfarction syndrome (disorder)|Current|C0086666|6|0.04|200908|False||
400|44808001|Conduction disorder of the heart (disorder)|Current|C0264886|7|0.0398|200907|False||
401|202855006|Lateral epicondylitis (disorder)|Current|C0039516|6|0.0398|200907|False||
402|125666000|Burn (disorder)|Current|C0006434|4|0.0398|200907|False||
403|11530004|Brittle diabetes mellitus (finding)|Current|C0342302|2|0.0398|201008|False||
404|45816000|Pyelonephritis (disorder)|Current|C0034186|8|0.0397|200907|False||
405|63491006|Intermittent claudication (finding)|Current|C0021775|7|0.0397|200907|False||
406|72866009|Varicose veins of lower extremity (disorder)|Current|C0155778|5|0.0397|200907|False||
407|50582007|Hemiplegia (disorder)|Current|C0018991|5|0.0396|200907|False||
408|30549001|Removal of suture (procedure)|Current|C0184936|3|0.0395|200907|False||
409|134407002|Chronic back pain (finding)|Current|C0740418|2|0.0395|200907|False||
410|82423001|Chronic pain (finding)|Current|C0150055|4|0.0394|200907|False||
411|4120002|Bronchiolitis (disorder)|Current|C0006271|5|0.0393|200907|False||
412|426979002|Mild persistent asthma (disorder)|Current|C1960046|4|0.0393|200907|False||
413|94392001|Secondary malignant neoplasm of lymph node (disorder)|Current|C0686619|3|0.0393|200907|False||
414|267434003|Mixed hyperlipidemia (disorder)|Current|C2047520|1|0.0393|201208|False||
415|60241006|Female urinary stress incontinence (finding)|Current|C0038437|6|0.0385|200907|False||
416|201837004|Localized, primary osteoarthritis of the ankle and/or foot (disorder)|Current|C0263759|2|0.0385|201208|False||
417|397974008|Hypesthesia (finding)|Current|C0020580|5|0.0384|200907|False||
418|53057004|Hand pain (finding)|Current|C0239833|4|0.0384|200907|False||
419|69322001|Psychotic disorder (disorder)|Current|C0033975|8|0.0381|200907|False||
420|123756000|Menopausal syndrome (disorder)|Current|C0025319|5|0.038|200907|False||
421|54329005|Acute myocardial infarction of anterior wall (disorder)|Current|C2349195|3|0.038|200907|False||
422|266717002|Hormone replacement therapy (procedure)|Current|C0282402|3|0.0379|200907|False||
423|12295008|Bronchiectasis (disorder)|Current|C0006267|7|0.0377|200907|False||
424|128196005|Lumbar radiculopathy (disorder)|Current|C1263855|4|0.0377|200907|False||
425|239872002|Osteoarthritis of hip (disorder)|Current|C0029410|4|0.0377|200907|False||
426|394659003|Acute coronary syndrome (disorder)|Current|C0948089|2|0.0377|200907|False||
427|254582000|Adenocarcinoma of rectum (disorder)|Current|C0149978|6|0.0376|200907|False||
428|126660000|Deviated nasal septum (disorder)|Current|C0549397|6|0.0375|200907|False||
429|60845006|Dyspnea on exertion (finding)|Current|C0231807|5|0.0375|200907|False||
430|91019004|Paresthesia (finding)|Current|C0030554|6|0.0374|200907|False||
431|302866003|Hypoglycemia (disorder)|Current|C0020615|7|0.0373|200907|False||
432|404223003|Deep venous thrombosis of lower extremity (disorder)|Current|C0340708|3|0.0373|200907|False||
433|88797001|Complication of surgical procedure (disorder)|Current|C0274311|1|0.0373|200907|False||
434|427679007|Mild intermittent asthma (disorder)|Current|C1960045|4|0.0371|200907|False||
435|162673000|General examination of patient (procedure)|Current|C0436117|2|0.0371|200907|False||
436|309737007|Abdominal pain in pregnancy (finding)|Current|C0587223|2|0.0371|200907|False||
437|55464009|Systemic lupus erythematosus (disorder)|Current|C0024141|8|0.037|200907|False||
438|194849004|Generalized ischemic myocardial dysfunction (disorder)|Current|C0349782|6|0.0367|200907|False||
439|405729008|Hematochezia (finding)|Current|C0018932|6|0.0367|200907|False||
440|239880009|Lumbar spondylosis (disorder)|Current|C0149983|6|0.0366|200907|False||
441|17741008|Acute tonsillitis (disorder)|Current|C0001361|5|0.0366|200907|False||
442|16761005|Esophagitis (disorder)|Current|C0014868|8|0.0364|200907|False||
443|60234000|Aortic valve regurgitation (disorder)|Current|C0003504|6|0.0363|200907|False||
444|372130007|Malignant neoplasm of skin (disorder)|Current|C0007114|5|0.0363|200907|False||
445|419284004|Altered mental status (finding)|Current|C0278061|5|0.0363|200907|False||
446|5370000|Atrial flutter (disorder)|Current|C0004239|8|0.0361|200907|False||
447|56317004|Alopecia (disorder)|Current|C0002170|7|0.036|200907|False||
448|47200007|High risk pregnancy (finding)|Current|C0242786|4|0.036|200907|False||
449|166643006|Liver enzymes abnormal (finding)|Current|C0438237|2|0.036|200907|False||
450|16607004|Missed abortion (disorder)|Current|C0000814|5|0.0359|200907|False||
451|399326009|Malignant tumor of urinary bladder (disorder)|Current|C0005684|6|0.0358|200907|False||
452|70995007|Pulmonary hypertension (disorder)|Current|C0020542|6|0.0356|200907|False||
453|68235000|Nasal congestion (finding)|Current|C0027424|5|0.0356|200907|False||
454|247355005|Flank pain (finding)|Current|C0016199|3|0.0354|200907|False||
455|66857006|Hemoptysis (finding)|Current|C0019079|7|0.0353|200907|False||
456|111843007|Viral gastroenteritis (disorder)|Current|C0152517|3|0.0353|200907|False||
457|301717006|Right upper quadrant pain (finding)|Current|C0235299|6|0.0352|200907|False||
458|77075001|Primary open angle glaucoma (disorder)|Current|C0339573|5|0.0352|200907|False||
459|363443007|Malignant tumor of ovary (disorder)|Current|C1140680|6|0.0349|200907|False||
460|249288007|Incomplete emptying of bladder (finding)|Current|C0344365|2|0.0349|200907|False||
461|279333002|Pruritic disorders (disorder)|Current|C0033774|6|0.0347|200907|False||
462|27431007|Fibrocystic breast changes (finding)|Current|C0016034|5|0.0347|200907|False||
463|183644000|Surgical follow-up (finding)|Current|C0481523|2|0.0347|200907|False||
464|57419008|Gastroenteritis presumed infectious (disorder)|Current|C0277534|1|0.0346|200907|False||
465|190828008|Gouty arthropathy (disorder)|Current|C0003868|6|0.0343|200907|False||
466|197456007|Acute pancreatitis (disorder)|Current|C0001339|7|0.0342|200907|False||
467|57054005|Acute myocardial infarction (disorder)|Current|C0155626|7|0.0342|200907|False||
468|225457007|Feeling suicidal (finding)|Current|C0424000|3|0.0342|200907|False||
469|274100004|Cerebral hemorrhage (disorder)|Current|C2937358|7|0.0341|200907|False||
470|87557004|Urge incontinence of urine (finding)|Current|C0150045|6|0.0341|200907|False||
471|49472006|Megaloblastic anemia due to vitamin B>12< deficiency (disorder)|Current|C0815316|4|0.0341|200907|False||
472|92814006|Chronic lymphoid leukemia, disease (disorder)|Current|C0023434|7|0.034|200907|False||
473|362971004|Disorder of lymphatic system (disorder)|Current|C0024228|6|0.034|200907|False||
474|18114009|Prenatal examination and care of mother (procedure)|Current|C0419589|1|0.034|200907|False||
475|397881000|Diverticular disease (disorder)|Current|C4317009|1|0.0339|201208|False||
476|67198005|Paroxysmal supraventricular tachycardia (disorder)|Current|C0030590|6|0.0338|200907|False||
477|105629000|Chlamydial infection (disorder)|Current|C0008149|5|0.0338|200907|False||
478|90176007|Tonsillitis (disorder)|Current|C0040425|5|0.0338|200907|False||
479|46152009|Tear film insufficiency (disorder)|Current|C0043349|4|0.0337|200907|False||
480|22325002|Abnormal gait (finding)|Current|C0575081|7|0.0336|200907|False||
481|84849002|Tinea corporis (disorder)|Current|C0040252|6|0.0336|200907|False||
482|52684005|Assault (event)|Current|C0004063|2|0.0336|200907|False||
483|217082002|Accidental fall (event)|Current|C0000921|2|0.0335|200907|False||
484|70536003|Transplant of kidney (procedure)|Current|C0022671|4|0.0334|200907|False||
485|262286000|Weight increased (finding)|Current|C0043094|6|0.0333|200907|False||
486|28651003|Orthostatic hypotension (disorder)|Current|C0020651|8|0.0331|200907|False||
487|75694006|Pancreatitis (disorder)|Current|C0030305|6|0.0331|200907|False||
488|17222009|Closed fracture of distal end of radius (disorder)|Current|C0272644|4|0.0331|200907|False||
489|57759005|First degree perineal laceration (disorder)|Current|C0269863|1|0.0331|200907|False||
490|304253006|Not for resuscitation (finding)|Current|C0582114|3|0.033|200907|False||
491|266433003|Gastroesophageal reflux disease with esophagitis (disorder)|Current|C0677659|6|0.0329|201208|False||
492|127296001|Intracranial injury (disorder)|Current|C0347535|1|0.0329|200907|False||
493|10725009|Benign hypertension (disorder)|Current|C0264637|3|0.0328|200907|False||
494|428078001|History of total hysterectomy (situation)|Current|C1998419|1|0.0328|200907|False||
495|193093009|Bell's palsy (disorder)|Current|C0376175|8|0.0327|200907|False||
496|48867003|Bradycardia (finding)|Current|C0428977|8|0.0327|200907|False||
497|65323003|Polymyalgia rheumatica (disorder)|Current|C0032533|6|0.0327|200907|False||
498|299709002|Dental abscess (disorder)|Current|C0518988|4|0.0324|200907|False||
499|73391008|Dysplasia of cervix (disorder)|Current|C0007868|7|0.0323|200907|False||
500|80327007|Serous otitis media (disorder)|Current|C0271453|5|0.0321|200907|False||
501|116143008|Total abdominal hysterectomy (procedure)|Current|C0404079|4|0.0321|200907|False||
502|310249008|Follow-up orthopedic assessment (finding)|Current|C0587770|3|0.032|201002|False||
503|41291007|Angioedema (disorder)|Current|C0002994|8|0.0319|200907|False||
504|128060009|Venous varices (disorder)|Current|C0042345|6|0.0319|201402|False||
505|52734007|Total replacement of hip (procedure)|Current|C0040508|5|0.0319|200907|False||
506|367336001|Chemotherapy (procedure)|Current|C3665472|4|0.0319|200907|False||
507|45352006|Spasm (finding)|Current|C0037763|7|0.0318|200907|False||
508|267425008|Lactose intolerance (disorder)|Current|C0022951|5|0.0318|200907|False||
509|39898005|Sleep disorder (disorder)|Current|C0851578|5|0.0318|200907|False||
510|53430007|Pain of breast (finding)|Current|C0024902|5|0.0318|200907|False||
511|3424008|Tachycardia (finding)|Current|C0039231|8|0.0317|200907|False||
512|53726008|Acute conjunctivitis (disorder)|Current|C0155141|6|0.0317|200907|False||
513|118600007|Malignant lymphoma (disorder)|Current|C0024299|7|0.0316|200907|False||
514|6456007|Supraventricular tachycardia (disorder)|Current|C0039240|7|0.0316|200907|False||
515|66999008|Hyperparathyroidism (disorder)|Current|C0020502|7|0.0315|200907|False||
516|41565005|Periodontitis (disorder)|Current|C0031099|2|0.0315|200907|False||
517|428262008|History of malignant neoplasm of prostate (situation)|Current|C1998449|5|0.0313|200907|False||
518|275531008|History of pacemaker in situ (situation)|Current|C0558977|1|0.0313|201208|False||
